Food_items,Breakfast,Lunch,Dinner,VegNovVeg,Calories,Fats,Proteins,Iron,Calcium,Sodium,Potassium,Carbohydrates,Fibre,VitaminD,Sugars
Radish,1,1,0,Veg,266,9.2,39.0,17.97,454.5,1245,309.0,67.0,8.8,11,41.0
Cardamom,0,0,0,Non-Veg,465,19.4,45.2,6.01,468.8,862,144.0,118.8,6.6,28,16.0
Chili Powder,1,0,0,Veg,587,13.2,17.4,14.54,445.1,1832,592.3,124.2,14.5,48,41.7
Broccoli,0,1,1,Veg,68,8.4,12.5,14.3,384.4,1133,1669.4,143.8,8.1,14,22.4
Mango,0,0,0,Non-Veg,573,18.4,4.2,12.07,271.7,1214,1293.6,84.3,8.6,17,3.8
Kiwi,1,0,0,Non-Veg,597,8.6,32.0,2.95,280.2,1754,134.2,51.5,15.6,1,2.2
Spinach,0,0,0,Non-Veg,135,6.2,7.5,5.2,218.2,758,588.3,140.6,19.8,6,22.1
Fenugreek,1,0,0,Non-Veg,599,16.1,35.5,5.87,422.3,1787,145.6,68.8,6.9,40,5.8
Peach,0,0,0,Non-Veg,178,8.3,18.4,4.72,379.7,648,203.6,99.2,0.6,31,36.6
Vanilla,0,1,1,Veg,576,11.3,13.5,6.7,150.6,134,1111.7,95.7,16.2,40,9.6
Peach,0,1,1,Veg,564,4.6,11.7,4.99,450.8,615,661.4,64.5,5.7,38,40.6
Peanut Butter,0,1,1,Non-Veg,408,6.2,3.3,6.02,286.5,1348,1062.5,38.1,5.8,17,8.9
Cashews,1,1,0,Veg,489,12.9,42.2,14.4,214.5,345,722.1,137.7,12.9,30,2.7
Almonds,0,0,1,Veg,555,10.0,29.2,6.71,317.7,1824,1477.3,83.7,9.6,12,46.6
Mustard Seeds,0,0,0,Non-Veg,535,9.7,9.4,11.9,256.1,1374,100.9,63.1,15.8,36,4.1
Turnip,0,1,1,Non-Veg,228,10.1,7.4,9.42,468.2,1708,875.0,37.7,2.0,29,25.9
Eggs,0,0,1,Veg,75,2.0,45.6,10.16,100.1,1159,500.3,131.5,20.0,18,1.3
Pear,0,1,1,Non-Veg,60,2.9,13.0,8.72,43.2,144,1555.8,55.8,4.9,5,20.0
Blueberries,1,0,0,Veg,275,19.2,48.2,18.96,36.3,1158,684.9,83.9,14.7,37,35.8
Garlic,0,0,0,Non-Veg,90,17.0,42.5,12.47,132.6,311,461.9,132.3,15.6,14,14.9
Rosemary,0,1,1,Veg,372,18.5,47.7,4.68,499.8,1529,486.1,37.0,2.3,24,26.1
Leek,1,1,1,Non-Veg,539,16.0,9.3,7.18,379.8,296,327.4,93.0,3.7,3,30.3
Vanilla,0,1,0,Veg,431,10.5,42.3,8.89,267.8,1975,986.3,16.1,15.1,25,37.2
Avocado,0,1,1,Veg,579,11.6,20.6,6.62,82.6,212,307.1,13.1,18.4,16,21.9
Collard Greens,1,0,1,Non-Veg,319,6.2,48.3,9.23,78.6,1614,22.2,82.1,13.4,39,43.0
Brown Rice,1,1,1,Non-Veg,481,16.7,12.8,3.75,213.2,1483,1436.4,75.3,6.7,0,28.3
Chickpeas,1,1,1,Veg,102,3.0,20.7,5.22,148.7,75,1695.3,46.5,12.7,1,19.9
Blueberries,0,1,1,Non-Veg,273,9.3,8.5,5.48,297.4,288,640.6,10.8,2.3,33,8.2
Fenugreek,1,1,1,Non-Veg,184,8.6,8.3,2.37,200.7,154,1340.3,18.3,12.9,17,48.6
Peanut Butter,0,1,1,Veg,558,9.2,13.5,3.5,368.7,1309,409.6,78.4,11.0,9,29.8
Fenugreek,0,1,1,Veg,474,9.1,27.0,12.97,316.6,1228,1732.4,1.7,0.5,26,39.7
Milk,0,0,1,Non-Veg,544,16.3,1.3,18.33,251.6,487,724.9,35.6,17.3,44,25.9
Black Beans,0,1,0,Non-Veg,145,4.6,49.8,11.5,332.6,510,678.7,23.5,13.1,13,47.3
Parsnip,0,1,0,Veg,414,19.5,33.1,9.49,128.9,490,1540.3,32.5,0.4,28,21.6
Orange,0,1,1,Veg,167,10.3,37.5,3.02,484.2,1707,800.7,132.4,9.6,41,6.8
Broccoli,1,0,1,Veg,293,14.3,39.7,1.29,372.6,1481,1179.7,63.6,16.6,42,10.9
Fenugreek,0,0,1,Veg,91,12.8,40.7,19.91,250.8,617,1620.4,85.6,14.5,44,20.7
Thyme,1,1,0,Non-Veg,437,16.6,33.0,5.94,102.1,697,1435.2,138.8,5.1,3,29.6
Oatmeal,1,1,1,Non-Veg,261,0.8,6.8,1.3,8.2,732,1908.4,93.3,5.5,11,46.4
Chicken Breast,1,0,1,Non-Veg,116,0.9,26.3,11.52,14.8,431,1004.3,55.8,7.7,23,34.0
Chicken Breast,0,0,0,Veg,581,14.8,1.5,6.6,130.6,1468,565.3,40.9,4.5,10,24.5
Plum,0,1,0,Veg,270,10.0,12.7,4.11,272.0,1669,1375.2,58.2,13.6,19,3.0
Mango,1,1,0,Veg,76,19.4,49.3,8.27,119.5,1437,1791.3,10.4,17.1,34,24.0
Salmon,1,1,0,Non-Veg,305,9.5,18.4,0.67,255.0,1854,729.4,48.0,14.3,24,31.5
Raspberries,1,0,0,Veg,480,4.1,40.0,7.79,161.5,11,1210.5,78.6,5.1,12,0.7
Pumpkin,1,0,0,Veg,208,17.3,21.6,4.54,182.9,1631,679.9,64.2,12.7,1,22.7
Yogurt,0,1,1,Non-Veg,308,9.5,42.3,15.56,421.0,1093,1125.5,104.1,16.6,10,4.3
Turkey,1,1,0,Veg,278,1.1,33.9,3.92,92.4,1244,1949.2,42.6,13.3,15,28.2
Raspberries,0,1,0,Non-Veg,518,15.1,11.8,7.72,462.0,206,1860.0,14.5,6.8,33,15.4
Cantaloupe,1,0,0,Non-Veg,391,7.6,24.0,17.79,383.6,447,1440.3,37.1,11.0,25,45.7
Kiwi,1,0,0,Non-Veg,218,17.1,46.9,3.72,382.7,105,1271.3,36.0,10.2,29,18.0
Kiwi,0,0,0,Veg,511,2.3,35.4,11.75,452.7,609,1017.2,68.3,17.3,12,35.6
Cucumber,1,1,1,Non-Veg,348,1.3,14.7,4.49,423.1,1313,677.4,50.5,1.3,39,35.8
Kidney Beans,0,1,1,Veg,272,14.2,45.5,6.78,36.0,1967,611.0,71.0,9.4,6,4.5
Kiwi,1,0,0,Veg,573,7.2,17.9,18.99,455.8,1379,1090.5,82.7,7.2,41,1.9
Strawberries,0,1,1,Veg,265,14.6,29.6,12.01,314.7,1872,229.5,98.3,15.8,23,5.8
Paprika,0,0,1,Non-Veg,570,16.1,23.0,1.87,225.0,1825,1441.7,23.8,15.8,12,2.0
Cloves,1,0,1,Non-Veg,440,8.2,6.7,0.6,14.1,66,1664.9,93.6,16.3,8,19.9
Walnuts,0,1,1,Veg,184,8.0,49.5,9.81,439.4,637,1683.0,60.7,13.8,40,1.8
Tomato,0,0,1,Veg,113,14.8,35.5,7.53,411.7,1902,1413.6,63.0,12.6,6,45.1
Almonds,0,0,1,Veg,534,12.8,35.4,14.0,286.1,1758,1221.9,76.6,11.4,32,20.2
Quinoa,0,0,1,Non-Veg,50,7.1,17.4,4.98,69.2,470,622.9,109.1,11.2,16,20.2
Red Bell Pepper,0,0,0,Veg,433,0.2,12.6,8.13,262.7,1932,1474.9,100.0,1.1,23,32.7
Tomato,0,0,1,Veg,479,4.2,26.4,14.67,200.3,1056,1553.3,93.2,7.9,48,48.4
Cilantro,0,0,1,Non-Veg,137,12.0,26.0,8.84,284.3,436,884.8,87.4,14.3,28,29.6
Corn,1,1,1,Non-Veg,447,6.9,20.0,4.79,79.8,1248,1682.5,100.6,4.3,27,32.0
Red Bell Pepper,0,1,0,Non-Veg,98,7.7,5.2,3.34,247.6,935,1896.4,82.9,18.4,25,18.2
Beet,1,1,1,Veg,308,16.3,39.4,5.75,364.9,865,676.1,114.1,0.6,4,27.6
Watermelon,1,1,1,Veg,357,6.4,15.2,11.74,233.5,363,269.6,19.4,10.2,47,20.9
Yogurt,0,0,0,Veg,404,17.4,1.6,13.1,396.7,1107,255.1,37.2,0.3,41,28.1
Cilantro,1,1,1,Non-Veg,360,17.7,7.8,5.62,162.1,1196,78.7,109.2,5.7,43,48.7
Cinnamon,1,1,0,Non-Veg,197,2.8,47.3,6.46,45.5,1698,579.8,51.0,1.6,45,18.0
Celery,0,1,0,Non-Veg,175,13.9,44.1,11.2,273.1,788,459.1,34.7,2.6,27,24.0
Zucchini,1,1,0,Veg,343,15.0,39.8,11.18,468.3,15,1987.3,83.1,8.3,22,38.4
Paprika,0,1,0,Veg,250,7.8,28.2,12.71,304.3,653,1418.2,24.3,13.6,11,41.5
Eggplant,1,0,0,Non-Veg,556,19.4,44.5,7.56,228.5,1866,1983.6,24.2,2.6,20,48.5
Sage,0,0,0,Non-Veg,410,17.3,29.9,0.52,206.3,1852,1930.8,11.0,4.5,46,6.9
Eggplant,0,1,1,Veg,314,8.0,8.1,18.73,385.4,1696,1903.5,131.4,1.2,2,33.3
Celery,0,0,1,Veg,535,14.4,47.6,11.97,309.3,567,426.8,90.2,9.1,49,45.5
Leek,1,1,1,Non-Veg,209,19.8,42.6,12.07,374.0,1981,1796.3,68.5,17.2,18,6.6
Onion,0,0,0,Veg,69,18.7,22.1,14.58,55.7,1196,390.1,7.9,9.6,18,27.2
Raspberries,0,1,1,Veg,454,4.9,29.5,19.15,424.0,68,376.6,144.4,15.5,23,4.2
Carrot,0,0,1,Veg,388,19.2,33.2,6.81,474.0,210,90.8,119.6,1.2,20,32.0
Pumpkin,0,0,1,Veg,168,12.4,37.5,5.36,196.2,72,1419.2,46.5,10.8,0,24.0
Collard Greens,1,1,1,Non-Veg,57,2.0,35.3,18.73,274.1,1152,724.4,119.5,7.2,27,27.9
Cinnamon,1,0,1,Non-Veg,378,14.1,19.3,7.7,32.3,773,22.7,113.9,7.7,24,30.2
Black Beans,1,0,0,Non-Veg,214,19.8,44.9,8.62,482.3,1115,1333.4,100.9,11.0,42,2.7
Walnuts,0,1,1,Veg,292,6.7,2.6,19.09,343.6,811,487.1,83.7,10.3,25,5.0
Brown Rice,1,0,1,Non-Veg,197,1.2,5.3,15.25,24.5,1815,1039.9,55.8,14.5,49,20.6
Apple,0,1,1,Veg,418,6.7,15.0,8.39,166.4,1454,1386.1,78.4,11.7,8,4.3
Yogurt,1,0,0,Non-Veg,229,5.8,18.6,6.18,211.0,1712,1060.5,77.7,11.3,4,12.1
Tomato,0,1,0,Veg,580,3.1,35.7,2.76,209.2,541,391.2,27.8,3.3,2,48.8
Mustard Seeds,1,1,1,Non-Veg,187,12.6,49.0,9.04,95.4,1006,603.2,44.7,16.8,27,11.0
Yogurt,1,1,0,Non-Veg,225,1.0,45.4,17.62,432.4,799,1755.1,9.3,17.7,31,33.0
Kale,1,0,0,Veg,586,4.4,3.7,18.36,8.3,1721,809.1,149.2,9.5,19,26.2
Black Beans,0,0,1,Non-Veg,329,19.9,1.6,12.6,5.3,1266,296.7,113.2,15.9,23,4.4
Mint,0,1,1,Non-Veg,448,12.4,30.6,4.19,393.1,388,1572.8,13.1,18.2,15,31.6
Tomato,1,1,1,Non-Veg,549,2.4,40.5,13.35,33.5,1874,1436.4,135.0,13.7,48,45.3
Fenugreek,1,0,1,Non-Veg,144,19.7,42.9,17.46,470.5,633,665.2,62.4,11.6,38,19.5
Basil,1,1,1,Veg,103,6.3,49.5,18.49,487.8,1699,403.8,70.9,19.0,42,19.1
Pumpkin,0,0,1,Non-Veg,493,2.1,25.3,13.18,83.4,965,57.6,46.4,19.1,35,19.0
Beef Steak,0,0,1,Non-Veg,566,10.3,46.1,5.57,480.1,1918,1697.2,36.0,7.6,25,7.8
Pumpkin,0,1,0,Veg,309,19.9,42.0,14.44,401.3,1165,779.2,104.8,2.7,29,49.9
Brussels Sprouts,0,1,0,Non-Veg,539,19.9,6.3,9.84,312.0,1595,1840.4,15.0,10.2,29,27.3
Almonds,1,0,0,Veg,270,9.5,15.9,18.72,9.8,1208,1957.9,69.3,15.4,31,31.8
Cucumber,0,1,0,Veg,572,8.2,47.0,12.64,406.9,814,468.6,20.7,1.7,2,17.6
Pumpkin,0,1,1,Veg,206,17.1,21.0,1.21,204.7,33,1181.4,36.5,0.6,41,44.3
Peanut Butter,1,0,1,Non-Veg,441,11.4,29.2,13.5,399.3,942,920.8,37.8,6.8,21,38.1
Strawberries,0,1,1,Non-Veg,98,14.7,27.8,9.72,483.2,1864,1905.1,25.4,2.4,5,0.3
Chicken Breast,1,0,0,Veg,362,8.9,13.7,13.3,123.6,1961,805.9,98.3,1.3,5,40.8
Cucumber,1,1,0,Non-Veg,139,11.1,38.2,2.83,349.1,1355,1965.5,118.0,2.4,12,4.2
Squash,1,0,1,Non-Veg,226,8.8,45.0,19.0,297.6,1523,1990.2,145.6,4.3,49,34.9
Walnuts,1,0,0,Veg,323,1.8,23.9,13.79,441.5,1751,1396.6,149.8,9.4,25,48.2
Red Bell Pepper,1,1,1,Non-Veg,414,9.9,16.0,7.66,263.6,524,1783.2,103.7,19.1,20,33.7
Beet,0,1,0,Non-Veg,212,8.6,31.7,13.58,238.1,1998,1881.6,135.8,3.4,44,34.0
Strawberries,1,1,0,Veg,548,10.7,13.0,10.53,121.7,383,1518.9,29.7,6.5,5,5.6
Tomato,0,0,0,Veg,402,4.8,29.1,18.84,290.2,1310,41.2,24.3,9.2,17,31.1
Banana,0,0,1,Veg,131,16.7,32.3,1.15,448.2,1855,1552.4,143.5,9.5,49,3.7
Blueberries,1,0,0,Non-Veg,78,12.7,39.5,6.44,389.4,1584,1496.2,10.0,7.0,25,40.5
Onion,0,0,1,Non-Veg,163,15.3,7.9,4.7,253.4,1002,1975.8,63.2,14.1,40,9.9
Oatmeal,1,0,1,Non-Veg,66,8.5,6.1,2.71,249.9,904,891.5,44.3,12.6,38,12.5
Cilantro,1,0,0,Veg,423,13.4,25.6,11.98,18.2,379,1763.2,58.5,8.4,39,11.6
Black Beans,1,0,1,Non-Veg,532,15.1,24.0,10.46,384.5,1793,937.5,107.4,14.6,5,20.5
Eggs,0,0,0,Veg,500,10.7,20.0,12.63,427.2,51,1272.4,90.4,3.5,44,6.0
Chickpeas,0,1,1,Veg,552,18.4,41.9,10.22,221.1,1797,1512.4,29.3,18.0,9,6.0
Thyme,0,1,1,Non-Veg,86,1.0,23.7,15.59,470.2,1352,777.7,77.7,13.0,3,7.9
Paprika,0,0,0,Veg,361,19.1,39.8,15.92,289.7,809,1541.0,71.7,6.7,45,2.0
Apricot,0,1,0,Non-Veg,390,18.0,19.1,5.49,118.9,593,303.3,28.8,19.3,10,5.6
Pineapple,1,1,0,Non-Veg,362,16.5,48.5,19.72,193.6,677,308.6,128.8,17.1,3,20.2
Green Beans,0,1,0,Veg,385,12.1,44.8,18.79,376.6,652,283.5,50.9,1.0,4,47.8
Black Beans,1,0,0,Non-Veg,514,1.2,26.1,5.79,125.2,961,1126.8,45.3,1.4,13,31.7
Squash,1,0,1,Non-Veg,408,2.8,33.6,12.69,288.5,1150,1748.7,135.0,7.7,47,13.4
Sweet Potato,1,0,0,Veg,239,14.6,15.1,10.72,103.6,1467,951.8,106.3,13.1,25,31.4
Beef Steak,0,1,0,Veg,338,20.0,49.4,19.37,288.6,1993,1416.6,76.6,10.7,42,13.2
Milk,0,0,0,Veg,478,14.3,31.0,15.97,112.4,1277,1669.2,71.1,12.7,46,28.8
Orange,0,0,1,Veg,592,2.7,20.8,10.6,207.5,1486,184.7,109.6,10.8,25,24.6
Cumin,0,1,1,Non-Veg,492,18.5,31.9,14.4,197.4,1527,785.1,5.5,1.8,21,4.2
Eggs,0,1,1,Non-Veg,162,1.1,30.1,15.11,87.5,1120,107.4,115.8,16.6,9,45.8
Plum,0,1,1,Veg,189,15.1,14.7,5.26,212.7,652,1700.4,100.8,19.9,18,21.7
Lentils,0,1,0,Veg,450,1.6,27.6,10.65,32.3,415,1118.0,144.9,15.1,14,39.8
Corn,0,1,0,Veg,265,0.8,8.2,12.58,493.9,1994,1504.5,116.8,14.7,30,10.4
Celery,1,1,0,Non-Veg,82,13.8,28.7,4.94,131.7,1176,1955.3,39.9,17.5,15,23.6
Cantaloupe,0,1,0,Veg,448,7.0,31.1,8.89,361.1,1896,548.0,51.4,12.1,3,7.8
Turmeric,1,1,0,Veg,573,8.6,1.2,10.28,357.5,1292,1783.6,62.4,15.7,4,1.9
Mint,0,0,0,Non-Veg,221,10.1,6.0,12.93,346.9,1255,139.3,112.5,13.8,5,16.5
Fenugreek,0,1,1,Veg,485,8.3,24.0,5.27,452.9,238,156.2,18.2,12.1,24,32.5
Cheese,1,0,0,Veg,182,18.2,44.0,15.44,55.9,1174,607.5,74.1,11.5,38,1.4
Turkey,0,0,0,Non-Veg,222,1.6,42.5,2.64,29.0,914,933.0,99.1,13.1,24,30.4
Peach,0,1,1,Non-Veg,333,6.9,17.7,6.77,26.2,18,872.7,66.1,13.2,32,32.1
Pear,0,1,1,Non-Veg,326,5.0,26.0,8.83,245.0,1946,1765.8,84.5,1.3,26,11.5
Apricot,0,0,1,Non-Veg,429,4.8,29.9,10.78,457.6,1408,1402.6,116.8,17.8,45,36.3
Peach,0,1,1,Non-Veg,545,4.3,15.2,6.76,283.7,1193,629.0,32.9,6.4,13,6.0
Almonds,1,0,1,Non-Veg,583,14.4,6.2,3.43,184.9,1598,1442.5,28.1,4.7,1,30.8
Green Beans,0,1,1,Veg,298,6.4,35.9,17.41,236.5,838,971.8,100.9,14.0,38,13.2
Cinnamon,1,0,1,Non-Veg,185,15.4,20.9,14.01,126.2,1782,301.6,85.6,11.2,23,43.7
Chili Powder,0,0,1,Non-Veg,414,11.4,24.9,13.67,366.4,816,1436.3,13.6,1.1,21,49.4
Collard Greens,0,1,1,Veg,469,7.6,38.4,7.63,389.4,1919,1715.3,54.2,7.0,27,21.6
Blueberries,1,1,0,Veg,528,8.9,5.4,10.78,128.5,15,1037.1,113.5,16.9,31,2.2
Nutmeg,1,1,0,Veg,226,6.4,10.2,14.1,392.9,249,229.1,108.9,3.0,10,6.1
Blueberries,0,1,1,Non-Veg,189,4.9,17.6,5.08,122.7,1146,1549.1,146.5,19.8,4,16.8
Turkey,1,0,0,Non-Veg,143,10.6,22.1,8.56,194.1,1180,580.7,2.8,19.3,32,29.8
Mushrooms,0,1,0,Veg,269,9.4,47.1,15.72,30.1,1921,120.3,142.6,2.0,40,39.1
Cantaloupe,1,1,0,Non-Veg,558,4.9,5.1,8.59,70.9,1111,623.7,34.5,20.0,6,26.1
Chili Powder,1,0,1,Non-Veg,382,19.5,38.9,16.4,155.2,1922,34.5,144.9,0.9,40,45.0
Pear,1,0,0,Non-Veg,121,5.8,19.6,10.23,253.9,925,651.8,55.5,13.5,2,33.6
Beef Steak,0,0,0,Non-Veg,512,2.5,40.5,2.69,431.4,1933,80.3,37.8,14.2,44,38.3
Watermelon,0,0,0,Veg,270,8.1,21.8,2.16,409.4,1810,845.2,33.3,16.1,47,7.4
Mustard Seeds,1,1,0,Non-Veg,143,2.8,13.8,5.81,371.7,985,1602.2,34.6,0.6,29,2.7
Collard Greens,0,0,0,Non-Veg,598,18.7,9.6,6.86,160.6,862,35.7,125.6,17.0,24,27.2
Onion,1,1,0,Non-Veg,499,16.9,9.4,13.01,376.1,650,1796.6,117.1,5.6,47,10.5
Peanut Butter,1,1,0,Non-Veg,539,5.0,36.1,2.2,332.8,1560,915.3,36.6,11.6,41,22.9
Zucchini,1,0,1,Non-Veg,547,3.5,8.2,6.31,206.3,154,567.8,57.5,9.6,6,14.5
Cardamom,0,0,1,Non-Veg,180,8.6,36.4,3.71,387.3,194,988.0,62.8,18.1,18,42.8
Walnuts,1,1,1,Non-Veg,463,10.2,6.8,6.02,327.6,520,1973.6,68.5,4.1,28,11.4
Grapes,0,1,0,Veg,98,9.3,33.3,7.69,214.6,509,1129.0,65.8,12.8,5,11.9
Leek,0,1,0,Non-Veg,241,14.4,45.3,4.35,186.6,872,1196.5,13.7,10.9,23,35.2
Cauliflower,0,1,0,Veg,278,16.8,29.2,13.68,388.5,1505,121.5,54.6,6.5,30,37.3
Carrot,0,1,1,Veg,481,3.6,12.9,11.07,21.0,535,1846.0,29.6,5.6,21,11.6
Quinoa,1,0,0,Veg,66,11.4,37.7,11.54,79.2,666,510.5,67.2,19.0,31,31.7
Onion,0,0,1,Non-Veg,212,12.4,42.4,15.61,46.5,299,1921.8,133.9,13.2,9,47.3
Parsley,0,0,1,Non-Veg,321,5.6,44.1,15.7,464.0,1613,261.6,47.7,0.1,0,44.2
Grapes,1,1,0,Non-Veg,374,6.0,19.5,3.17,72.3,1070,130.7,59.0,5.4,43,11.0
Strawberries,1,1,1,Veg,141,13.3,12.5,16.75,285.0,1596,1079.3,51.9,13.0,32,27.4
Orange,1,0,1,Non-Veg,331,3.2,34.4,5.75,419.4,1028,249.6,45.7,18.8,25,13.4
Plum,0,0,1,Non-Veg,108,7.0,15.3,17.15,301.1,515,1794.5,60.9,2.3,48,11.7
Watermelon,0,1,0,Veg,454,4.6,2.1,2.46,112.6,230,1339.8,22.5,16.1,23,1.1
Quinoa,0,0,1,Non-Veg,316,11.6,1.0,13.98,201.9,799,1386.7,122.6,19.7,24,1.0
Salmon,1,0,0,Veg,544,17.3,17.4,5.78,427.6,1582,986.9,10.5,17.5,7,48.4
Apple,1,0,1,Veg,499,5.9,13.6,1.28,420.3,1056,1033.3,130.8,10.5,21,25.5
Lentils,0,1,0,Non-Veg,53,5.7,31.6,14.19,421.6,803,1899.2,114.8,17.5,39,26.3
Zucchini,0,1,1,Veg,332,6.3,43.8,17.4,271.1,1389,1552.2,44.6,15.3,27,1.0
Corn,0,1,1,Veg,521,17.5,8.6,13.94,242.0,1527,1819.2,60.5,1.3,6,40.1
Cantaloupe,0,0,0,Veg,244,4.0,48.8,19.46,203.9,1319,1406.4,83.7,9.7,13,32.5
Cucumber,1,1,0,Non-Veg,422,1.5,23.7,13.87,82.4,1886,1512.3,33.1,15.9,6,28.1
Mustard Seeds,0,0,0,Veg,270,0.5,29.8,5.47,56.1,1981,268.0,62.2,15.7,17,24.3
Oatmeal,0,0,1,Non-Veg,469,14.7,31.9,14.46,112.3,1386,1840.7,130.0,16.5,0,15.4
Zucchini,1,0,1,Veg,118,6.0,1.3,6.3,98.5,210,627.5,33.6,12.8,31,16.9
Carrot,0,1,0,Veg,510,17.4,9.7,2.64,447.3,1510,1334.7,129.4,7.8,14,49.4
Cashews,0,0,1,Veg,412,12.7,2.4,11.33,370.2,244,970.1,131.2,8.0,21,16.9
Collard Greens,1,0,0,Veg,309,1.1,22.6,0.97,161.8,916,301.7,146.4,8.0,28,30.3
Sage,0,1,0,Non-Veg,85,13.6,10.8,12.12,245.7,57,305.9,15.6,13.1,11,43.2
Chili Powder,1,0,1,Veg,88,0.1,37.0,15.21,374.7,1757,1070.9,68.5,17.1,5,46.2
Strawberries,1,1,0,Veg,590,9.9,5.0,5.2,435.0,1729,1455.7,92.0,16.4,42,23.4
Radish,0,0,0,Veg,422,10.4,32.4,18.68,169.4,1719,1648.9,81.0,4.5,31,30.1
Pork Chop,0,1,0,Veg,444,3.4,8.7,19.48,280.4,1876,1768.0,60.3,15.9,27,38.6
Mango,1,1,1,Non-Veg,289,5.8,9.2,3.34,107.5,1172,256.2,60.8,8.1,31,18.9
Cantaloupe,1,1,0,Veg,123,7.7,47.1,17.77,61.3,1743,1108.5,12.5,7.6,1,40.1
Mustard Seeds,1,0,1,Veg,188,1.4,41.9,9.89,124.2,629,175.9,91.7,10.8,31,38.0
Salmon,1,0,0,Veg,311,5.7,22.4,0.67,303.3,1912,279.3,27.7,9.5,43,10.3
Basil,0,0,1,Non-Veg,88,7.1,22.5,11.94,56.6,575,768.2,74.8,18.0,16,11.1
Pineapple,1,0,1,Non-Veg,83,17.7,45.3,3.19,72.5,807,529.0,36.9,5.7,49,43.5
Walnuts,0,0,0,Non-Veg,188,13.8,27.2,1.23,245.0,648,1502.5,109.7,16.3,21,28.9
Eggs,1,0,0,Veg,55,17.0,1.1,1.02,390.3,1668,370.6,20.5,10.5,0,6.8
Eggplant,0,0,0,Veg,226,6.8,19.9,17.0,50.8,233,1494.7,90.6,9.5,7,28.5
Watermelon,1,1,0,Veg,65,19.3,8.2,15.63,88.1,724,1551.4,75.5,6.4,49,31.0
Green Beans,0,0,0,Non-Veg,75,10.2,44.9,4.78,37.9,1143,247.0,87.3,4.6,2,32.9
Cheese,0,0,1,Veg,354,3.6,34.3,7.13,236.9,173,382.1,20.5,13.8,34,29.5
Broccoli,1,1,1,Non-Veg,471,10.3,39.2,17.35,331.2,840,849.4,83.1,11.1,4,18.5
Leek,0,1,0,Veg,414,14.5,48.0,10.3,449.4,594,556.2,86.4,5.8,16,22.3
Turmeric,0,1,0,Non-Veg,574,18.0,30.4,17.19,89.3,741,1211.2,64.1,18.6,14,28.7
Cauliflower,1,0,0,Non-Veg,114,3.8,30.4,11.09,418.7,1389,1997.7,148.4,14.5,14,30.6
Pumpkin,0,1,0,Veg,109,7.9,19.2,3.19,301.7,1499,995.9,47.4,4.9,41,48.2
Orange,0,0,1,Veg,361,10.7,39.2,7.4,454.4,13,1638.5,23.1,13.5,42,9.3
Yellow Bell Pepper,0,0,0,Non-Veg,576,18.7,5.9,19.98,214.8,332,914.4,136.7,17.2,41,22.7
Nutmeg,1,0,0,Non-Veg,571,4.4,1.6,17.24,202.1,1278,1352.8,15.2,8.4,19,36.9
Chili Powder,0,0,0,Veg,515,16.4,36.3,12.84,195.5,774,189.1,32.7,5.6,45,41.2
Cantaloupe,0,0,0,Non-Veg,524,0.4,42.1,6.44,350.6,1991,1404.7,148.4,13.0,12,3.4
Pork Chop,1,0,0,Veg,497,13.4,35.4,10.32,99.0,671,773.1,63.0,15.2,30,24.6
Grapes,1,1,0,Non-Veg,291,7.3,36.1,17.39,51.8,1338,799.3,17.0,7.3,47,39.4
Carrot,0,0,0,Non-Veg,400,15.1,41.0,18.55,203.7,1310,173.4,15.4,0.7,33,9.3
Quinoa,1,0,1,Veg,274,1.0,10.6,6.85,192.4,1301,1131.8,104.8,18.1,39,32.3
Squash,0,1,0,Non-Veg,478,19.8,45.4,0.95,93.2,1552,1704.5,119.2,14.7,35,39.3
Lentils,1,0,1,Non-Veg,491,11.8,47.8,17.68,68.7,1227,51.1,23.4,9.7,36,8.9
Pork Chop,0,1,0,Veg,108,0.8,40.6,14.07,36.3,505,702.7,5.8,18.8,44,47.8
Mushrooms,1,1,1,Non-Veg,85,1.7,24.0,16.33,55.4,1769,388.4,142.2,9.5,21,28.5
Mango,1,0,0,Non-Veg,167,9.4,25.8,17.54,360.7,1563,191.9,136.4,5.4,21,11.4
Chili Powder,1,1,0,Veg,532,14.2,5.3,7.09,100.4,80,1974.6,78.7,0.4,20,41.2
Thyme,0,1,0,Non-Veg,401,12.2,43.1,5.94,55.8,94,1633.7,71.4,17.7,9,42.9
Cantaloupe,0,0,1,Veg,280,3.1,0.5,19.49,151.9,1639,483.3,84.3,2.7,16,14.1
Quinoa,1,1,0,Non-Veg,73,13.6,7.9,7.81,112.1,751,525.7,116.1,17.0,8,6.4
Celery,1,1,0,Veg,139,15.8,1.1,12.41,6.2,1676,1600.1,139.5,6.9,36,10.2
Cloves,1,0,0,Veg,437,18.8,36.8,12.64,189.2,1154,827.1,27.7,19.7,34,38.3
Thyme,1,0,1,Veg,454,16.3,41.0,16.04,9.7,1406,1815.4,27.3,10.4,9,33.4
Cantaloupe,0,1,0,Non-Veg,265,2.7,31.6,1.56,20.4,343,1243.5,61.8,5.4,19,15.2
Spinach,1,1,0,Veg,198,7.8,12.6,9.96,387.9,1937,350.4,27.1,9.9,3,31.8
Squash,1,0,0,Veg,321,13.3,7.2,19.82,166.6,1659,139.3,29.4,5.5,16,5.0
